"user_id,username,first_interaction"
"7341992709,JitoXai,2024-11-14 13:36:04"
"1619873922,ra03030303,2024-11-14 15:27:33"
"6328208214,vshredded,2024-11-14 15:28:49"
"1356665774,earn99profits,2024-11-14 18:35:31"
"5935896313,mokkerz,2024-11-14 21:36:13"
"1723914327,FUNDtheCRYPT,2024-11-15 00:17:42"
"1595968300,Unknown,2024-11-15 00:53:18"
"1919468273,leno20001,2024-11-15 03:10:28"
"2106351328,Unknown,2024-11-15 17:22:44"
"1239184715,MZSaleemi,2024-11-15 17:30:39"
"7111279981,Unknown,2024-11-15 20:52:08"
"7913421332,lustandpower,2024-11-15 21:00:03"
"5446743494,gpt_dex,2024-11-15 23:50:06"
"791798553,complicated0x,2024-11-16 00:23:53"
"1367887385,zonulaa,2024-11-16 12:28:49"
"1453668810,solanaplomi,2024-11-16 13:22:43"
"6121926890,Panda_ads,2024-11-16 22:56:05"
"5955841738,DAVERICHARDx,2024-11-17 15:00:18"
"7425490419,Unknown,2024-11-17 15:32:23"
"1170700675,Unknown,2024-11-17 19:27:16"
"5982151385,Unknown,2024-11-17 21:20:26"
"6596374205,Astral670,2024-11-18 00:07:12"
"6060601617,hassanjutt1122,2024-11-18 03:08:20"
"7893691521,kofjbac,2024-11-18 04:25:03"
"7073863408,Unknown,2024-11-18 06:38:28"
"6651142094,pixel_prophet_316,2024-11-18 07:37:56"
"2039624526,Jaiosanch,2024-11-19 12:56:02"
"6249315075,yungnigga420,2024-11-19 14:54:27"
"7575704383,Onlinebob1,2024-11-19 21:57:08"
"295118375,Ian_Ant_Fitch,2024-11-20 05:36:45"
"1683283835,johntakers,2024-11-20 09:42:24"
"6546785286,imsaadofficial3,2024-11-20 17:11:00"
"25099315,JaylynRoman,2024-11-20 20:41:15"
"6887993562,otoslost,2024-11-21 06:10:16"
"277995167,icedlife,2024-11-21 10:33:09"
"598791903,warrenbudgetshi,2024-11-21 11:38:30"
"6781244831,APEXLIFE101,2024-11-21 14:53:22"
"1241508038,Jetunited,2024-11-21 21:46:57"
"5576801529,zekee00,2024-11-22 00:56:01"
"7025997869,adamsand,2024-11-22 07:59:37"
"356641716,myllync,2024-11-22 11:57:15"
"6063946894,n2deerp,2024-11-22 14:55:24"
"356067008,aLcaTr4z,2024-11-22 15:47:56"
"6476882328,EmmaSGF,2024-11-22 22:24:25"
"1861854933,Senior_Dev1,2024-11-23 05:54:50"
"2125533117,diopyou,2024-11-23 08:20:24"
"6150443009,Mominfx8,2024-11-23 08:32:31"
"6868788861,Watermeloen18,2024-11-23 09:51:07"
"7027638344,Spartan_Vas,2024-11-23 13:21:31"
"5106673765,massi30170,2024-11-23 15:23:51"
"6764816115,Robertbrently,2024-11-23 21:53:15"
"8148711694,Grievance0,2024-11-24 05:57:21"
"1095330066,tinhthucdi,2024-11-24 05:59:35"
"5049476897,Unknown,2024-11-24 07:38:03"
"1773349945,DaddyDuck333,2024-11-24 08:27:45"
"6506149403,sevenmayyy,2024-11-24 13:51:32"
"1421165408,martins_fr,2024-11-24 20:08:56"
"804583567,notme,2024-11-24 20:31:40"
"835955299,kenkaneki_03,2024-11-25 01:34:06"
"6699649792,Bbchanal1,2024-11-25 10:37:05"
"1074253354,Saadkab,2024-11-25 11:42:01"
"6106768292,Elonsdogbypopo,2024-11-25 14:58:50"
"5480347468,simonsays_sol,2024-11-25 18:05:22"
"1284777877,synterror,2024-11-25 21:11:50"
"330978159,punisher202020,2024-11-26 00:18:02"
"7537030840,dyujjji,2024-11-26 00:19:21"
"5851803997,thewizkid23,2024-11-26 11:28:00"
"6313191148,leafninjaz,2024-11-26 13:14:58"
"5390131722,Difitdi,2024-11-26 19:03:52"
"1671586057,yohkeday,2024-11-26 23:45:06"
"5720857056,WolfgangOnWaves,2024-11-27 00:00:25"
"7403390955,JUSTMARKETS10,2024-11-27 05:50:11"
"5173619873,aglirscr,2024-11-27 06:07:24"
"7472520337,Soumya166,2024-11-27 06:14:16"
"6353192075,houssbatte,2024-11-27 15:18:35"
"8011889900,nishchal0073,2024-11-27 18:21:53"
"5504592313,Dan8567,2024-11-27 19:55:55"
"1901812494,Unknown,2024-11-28 04:39:26"
"522917351,vikylll_wrq,2024-11-28 04:57:23"
"7132257990,nyanyaxixi,2024-11-28 05:56:08"
"928300160,Nightcrypto666,2024-11-28 11:03:10"
"5431615114,StSams,2024-11-28 14:13:02"
"7238861262,Unknown,2024-11-28 14:40:22"
"7541345216,burrrddd,2024-11-28 19:25:05"
"5284041262,slavamarketingteam,2024-11-29 01:41:00"
"7801368356,Unknown,2024-11-29 03:12:17"
"1675106709,the_space_ninja,2024-11-29 08:58:57"
"6696773163,Unknown,2024-11-29 10:23:49"
"7317235784,Unknown,2024-11-29 15:32:01"
"7797569078,Negociosyeducacion,2024-11-29 17:40:54"
"6410692316,OxCarlo,2024-11-30 00:59:58"
"7877696708,narco995,2024-11-30 01:04:31"
"7727866637,Estebanjaramillod86,2024-11-30 08:13:06"
"7488036235,Unknown,2024-11-30 14:26:47"
"5712305365,hanypot,2024-12-01 17:08:12"
"213858367,RS6BW,2024-12-01 20:20:23"
"613528113,zahaprost,2024-12-01 20:31:27"
"5323983538,Apriyanto2604,2024-12-01 23:32:29"
"7325010711,niniyyy1,2024-12-02 00:57:22"
"6161490183,Elroidegreat,2024-12-02 04:37:45"
"6381094381,Unknown,2024-12-02 06:17:35"
"7814726675,Unknown,2024-12-02 07:48:39"
"1677205698,Unknown,2024-12-03 09:20:54"
"6137597501,hamzafb1,2024-12-03 11:55:18"
"5487708537,Unknown,2024-12-03 21:39:34"
"7227829194,Crypto_punk23,2024-12-04 05:59:37"
"1859812399,iamfernandaherlambang,2024-12-04 07:58:57"
"1859124297,Vegeta_alpha,2024-12-04 15:22:59"
"1809464770,kambiz09,2024-12-05 01:10:37"
"1958707560,jaaan_1,2024-12-05 08:33:46"
"5994056916,Unknown,2024-12-05 14:01:06"
"6474710887,misspig,2024-12-05 19:17:23"
"444660918,bogdanf1999,2024-12-05 21:25:43"
"609045534,WhiteCrowCrypto,2024-12-06 00:31:31"
"1318241154,khameleon3,2024-12-06 03:30:28"
"7290763060,elcomision,2024-12-06 04:26:37"
"7800889736,Unknown,2024-12-06 06:26:57"
"5915247880,Mrwenk93,2024-12-06 06:48:56"
"826754830,SallyPicks,2024-12-06 11:40:16"
"1762586494,Uttamji74,2024-12-06 11:58:09"
"6969525065,Unknown,2024-12-06 13:22:26"
"7120911109,HabibiWeb3,2024-12-06 16:23:40"
"5297380378,Notqasim,2024-12-06 19:23:40"
"1666091712,Gilan629,2024-12-07 00:57:06"
